Bin	Group	iRep	Coverage	Domin	Phylun	Class	Order	Family	Genus	Specie
GW-SRR13727527_bin.235	GW	1.427847857	97.89603592	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Nanopelagicales	f__S36-B12	g__UBA11398	s__
AS-ERR1414226_bin.35	AS	1.549366874	8.476868696	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__JADJLQ01	s__JADJLQ01 sp016709995
AS-ERR1414229_bin.43	AS	1.550375072	10.94745185	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__JADJLQ01	s__JADJLQ01 sp016709995
AS-SRR14932485_bin.149	AS	1.87596168	24.41591469	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__JADJLQ01	s__
AS-SRR3501861_bin.23	AS	1.557815229	13.24585432	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__JAEUUM01	s__
AS-SRR2107219_bin.15	AS	1.958142582	50.33948642	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__OLB9	s__OLB9 sp016717105
AS-SRR3501861_bin.19	AS	1.466258671	8.875075447	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__UBA3362	s__
GW-SRR12113409_bin.59	GW	1.49600106	45.77541252	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__SbA1	g__QIAJ01	s__QIAJ01 sp016201265
GW-SRR12113409_bin.84	GW	1.420952942	11.47231283	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__SBBL01	f__SCUR01	g__Manganitrophus	s__Manganitrophus sp016200325
GW-SRR12113392_bin.23	GW	1.377817835	10.04332395	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-39	g__	s__
DW-SRR17063163_bin.44	DW	1.674671175	9.34769132	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-39	g__2-02-FULL-62-17	s__
DW-SRR17063164_bin.43	DW	1.712978887	8.062272944	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-39	g__2-02-FULL-62-17	s__
GW-SRR12113411_bin.35	GW	1.261223772	18.17880302	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-39	g__JADGRQ01	s__JADGRQ01 sp016195915
DW-ERR2105748_bin.53	DW	1.782987502	8.731508883	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-39	g__SZAS-79	s__
DW-ERR2105750_bin.19	DW	1.831208035	11.13336514	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-39	g__SZAS-79	s__
DW-ERR2163668_bin.44	DW	1.835666615	9.639655088	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-39	g__SZAS-79	s__
GW-SRR12113409_bin.47	GW	1.334982926	21.93892636	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-40	g__JACQAP01	s__JACQAP01 sp016194905
DW-ERR2105750_bin.11	DW	1.291907432	74.42101101	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-41	g__	s__
DW-ERR2163668_bin.71	DW	1.27695546	23.74421137	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-41	g__	s__
DW-SRR15085116_bin.24	DW	1.445653791	30.23068138	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-41	g__Ga0077527	s__
DW-SRR17063163_bin.25	DW	1.442879912	10.83101549	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-41	g__Ga0077527	s__
DW-SRR17063164_bin.15	DW	1.473061484	10.46503443	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-41	g__Ga0077527	s__
DW-SRR24226005_bin.22	DW	1.365493281	24.14687672	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-41	g__Ga0077527	s__
DW-ERR2105748_bin.12	DW	1.655915409	11.90460545	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-41	g__PALSA-1004	s__PALSA-1004 sp903905655
DW-ERR2105750_bin.44	DW	1.66267814	15.01159827	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-41	g__PALSA-1004	s__PALSA-1004 sp903905655
DW-ERR2163668_bin.65	DW	1.611496289	10.29038425	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-41	g__PALSA-1004	s__PALSA-1004 sp903905655
DW-ERR2105748_bin.71	DW	1.499051689	13.49444967	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-41	g__UBA5216	s__
DW-ERR2105750_bin.40	DW	1.501025239	21.68867684	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-41	g__UBA5216	s__
DW-ERR2163668_bin.88	DW	1.541561989	20.95246173	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-41	g__UBA5216	s__
GW-SRR12113409_bin.29	GW	1.44390353	13.85189241	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__SHVZ01	f__SHVZ01	g__JACQAG01	s__JACQAG01 sp016195085
GW-SRR12113411_bin.27	GW	1.380395299	9.401547954	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__SHVZ01	f__SHVZ01	g__JACQAG01	s__JACQAG01 sp016195085
DW-SRR17063163_bin.74	DW	1.715613887	24.65140325	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__SHVZ01	f__SHVZ01	g__SHVZ01	s__
DW-SRR17063164_bin.24	DW	1.749644742	19.69280211	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__SHVZ01	f__SHVZ01	g__SHVZ01	s__
DW-SRR18749951_bin.2	DW	1.75677122	14.02679162	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Blastomonas	s__Blastomonas ursincola
GW-ERR3281022_bin.13	GW	1.755431567	66.77194334	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Blastomonas	s__Blastomonas delafieldii_A
GW-ERR3281023_bin.60	GW	1.810484106	153.8267305	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Blastomonas	s__Blastomonas delafieldii_A
GW-SRR21427515_bin.67	GW	1.435890501	23.17853559	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Blastomonas	s__
AS-ERR1414226_bin.43	AS	1.410295692	13.34749662	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Chakrabartia	s__
AS-SRR2107218_bin.3	AS	1.52504907	9.234820012	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Chakrabartia	s__
AS-SRR2107219_bin.24	AS	1.51768292	8.424260308	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Chakrabartia	s__
DW-SRR17063163_bin.6	DW		45.93178495	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Chakrabartia	s__Chakrabartia sp009920915
DW-SRR17063164_bin.13	DW	1.388491547	65.93659575	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Chakrabartia	s__Chakrabartia sp009920915
DW-SRR22105534_bin.25	DW	1.446772057	8.355008764	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Chakrabartia	s__
DW-SRR18749950_bin.20	DW	1.396758345	20.24518777	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Erythrobacter	s__
DW-SRR18749951_bin.44	DW	1.381474722	25.25192441	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Erythrobacter	s__
DW-SRR19238493_bin.49	DW	1.601790642	18.91116213	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp013822695
DW-SRR19238497_bin.26	DW	1.638466515	30.45155596	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter sp013822695
AS-SRR13994250_bin.211	AS	1.364827346	23.13418039	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
AS-SRR2107218_bin.25	AS	1.847641412	14.25885533	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
AS-SRR2107219_bin.2	AS	1.819346669	13.02410291	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
DW-SRR17063164_bin.23	DW	1.39523704	20.43839339	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
DW-SRR17063164_bin.28	DW	1.601932556	87.53103545	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium arvoryzae
DW-SRR17063164_bin.35	DW	1.504430358	45.68370781	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
DW-SRR22105534_bin.26	DW	1.383675511	27.20938305	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
DW-SRR24226005_bin.41	DW	1.370638572	16.16550162	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
DW-SRR6986809_bin.16	DW	1.594371399	17.50297985	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
GW-SRR15669520_bin.12	GW	1.330176537	16.1267879	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
GW-SRR15669520_bin.48	GW	1.253023746	215.8392093	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
GW-SRR21427515_bin.46	GW	1.979251975	18.32131131	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium subterraneum
GW-SRR7912025_bin.8	GW	1.263797869	59.40882095	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
NW-SRR10131203_bin.2	NW	1.450202237	18.68614954	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
WW-SRR12450756_bin.31	WW	1.54496082	6.587335644	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__
DW-SRR15085115_bin.24	DW	1.640594663	14.55510707	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Qipengyuania	s__
DW-SRR15085116_bin.18	DW	1.496995636	28.30529227	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Qipengyuania	s__
GW-ERR3281023_bin.28	GW	1.635943638	25.26415332	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Qipengyuania	s__Qipengyuania sp002895025
DW-SRR19238497_bin.25	DW	1.231241158	119.0987593	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp016463275
DW-SRR19238497_bin.91	DW		86.51206041	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium fluviale
GW-ERR3281023_bin.18	GW	1.581540282	61.78331228	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium xenophagum
GW-SRR10598224_bin.22	GW	1.248458035	17.69071751	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium sp018823325
GW-SRR7912025_bin.29	GW	1.326811111	14.66505436	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	s__
GW-SRR7912025_bin.31	GW	1.674077115	225.057322	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium xenophagum
DW-ERR2105750_bin.71	DW	1.270819734	15.77956897	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__
DW-ERR2163668_bin.21	DW	1.335011356	10.05778559	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp000797515
DW-SRR15085115_bin.10	DW	1.3926712	34.78461645	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__
DW-SRR15085115_bin.20	DW		158.7200863	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001464615
DW-SRR15085115_bin.49	DW	1.546408366	27.91065699	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__
DW-SRR15085115_bin.59	DW		60.82852785	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__
DW-SRR15085116_bin.65	DW	1.410420976	19.71672812	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__
DW-SRR15085116_bin.74	DW		204.7327713	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001464615
DW-SRR18749950_bin.5	DW	1.598626707	18.93892323	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__
DW-SRR19238493_bin.36	DW	1.586072156	12.27852608	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp002083655
DW-SRR19238497_bin.54	DW	1.304575142	24.12277194	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__
DW-SRR24226005_bin.36	DW	1.423397267	17.952028	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__
DW-SRR24226005_bin.49	DW	1.407888479	17.26367178	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__
DW-SRR24226005_bin.6	DW	1.463726743	14.8198305	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp002083475
DW-SRR6986809_bin.11	DW	1.334167994	19.02010233	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__
DW-SRR6986809_bin.8	DW	1.559129214	20.711533	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas aquatilis
GW-SRR12964611_bin.9	GW	1.374027258	9.785453506	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__
GW-SRR12964612_bin.48	GW	1.317106674	12.60321169	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__
DW-SRR19238493_bin.29	DW	1.543853258	63.63737203	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__
DW-SRR19238497_bin.53	DW	1.449929632	13.04095882	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__
GW-SRR10598224_bin.15	GW	1.284168683	14.20264002	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp018823905
AS-SRR2107218_bin.15	AS	1.545349619	12.42224723	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__
AS-SRR2107219_bin.41	AS	1.505554534	11.2830819	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__
NW-SRR10131203_bin.16	NW	1.862067343	18.5630639	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__Sphingorhabdus_B sp002479765
NW-SRR10761721_bin.73	NW	1.602580805	10.24350629	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingorhabdus_B	s__
AS-SRR13994250_bin.99	AS	1.389802454	23.6070822	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__CADEFQ01	s__CADEFQ01 sp019187185
WW-SRR11088379_bin.17	WW	1.810281114	11.0778022	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__RPQJ01	s__RPQJ01 sp018059685
NW-ERR9973203_bin.10	NW	1.831356423	9.499981873	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__UBA964	s__UBA964 sp002292945
NW-ERR9973203_bin.118	NW	1.961772143	36.04109345	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__UBA964	s__UBA964 sp903910215
NW-ERR9973203_bin.148	NW	1.862035566	39.81719566	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__UBA964	s__UBA964 sp903885195
NW-ERR9973204_bin.130	NW	1.794672086	42.73744504	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__UBA964	s__UBA964 sp903885195
NW-ERR3761206_bin.109	NW	1.801751428	9.955610752	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__ZC4RG30	s__
NW-ERR3761207_bin.91	NW	1.807987912	9.624943424	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__ZC4RG30	s__
GW-SRR13727527_bin.40	GW	1.657829262	24.05881696	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Acidiferrobacterales	f__Sulfurifustaceae	g__Sulfuricaulis	s__
GW-SRR18331974_bin.5	GW	1.532706943	10.27918162	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurimonadaceae	g__Sulfuricurvum	s__
DW-SRR21802942_bin.64	DW	1.377206393	11.88838069	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__SXRF01	g__	s__
GW-ERR3858119_bin.124	GW	1.230753561	15.6991838	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__SXRF01	g__SXRF01	s__
DW-SRR21802942_bin.59	DW	1.524155991	12.41105738	d__Bacteria	p__Bdellovibrionota_C	c__UBA2361	o__SZUA-149	f__SZUA-149	g__	s__
GW-SRR12113411_bin.15	GW	1.390902994	8.894392104	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Tenderiales	f__Tenderiaceae	g__JACQEP01	s__JACQEP01 sp016200485
DW-SRR19238497_bin.71	DW		26.89239568	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__TH1-2	g__VFBF01	s__
GW-SRR12964611_bin.56	GW	1.278192435	18.47278042	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__TH1-2	g__VFBF01	s__VFBF01 sp006515885
GW-SRR12964612_bin.26	GW	1.274087097	12.64586407	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__TH1-2	g__VFBF01	s__VFBF01 sp006515885
AS-SRR11673976_bin.118	AS	1.952734492	15.22032259	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Thiobacillaceae	g__PFJX01	s__PFJX01 sp016719465
GW-SRR21427515_bin.37	GW	1.18085801	158.8550006	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Thiobacillaceae	g__PFJX01	s__
GW-SRR21427515_bin.42	GW	1.566158453	11.86574287	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Thiobacillaceae	g__PFJX01	s__
GW-SRR12964612_bin.70	GW	1.354809796	18.23974383	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Thiobacillaceae	g__Thiobacillus	s__
GW-SRR12113409_bin.34	GW	1.464828516	23.24486596	d__Bacteria	p__Bacteroidota	c__UBA10030	o__UBA10030	f__UBA10030	g__JACQBK01	s__JACQBK01 sp016194505
GW-SRR13727527_bin.276	GW	1.272503361	20.88167076	d__Bacteria	p__Omnitrophota	c__Koll11	o__UBA10183	f__UBA10183	g__UBA10183	s__
AS-SRR8208348_bin.95	AS	1.942403091	8.485272855	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Nanopelagicales	f__UBA10799	g__UBA10799	s__
WW-SRR11088379_bin.52	WW	1.914993974	9.373529007	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Nanopelagicales	f__UBA10799	g__UBA10799	s__UBA10799 sp018003655
GW-SRR12113409_bin.43	GW	1.402107784	11.43742116	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__UBA1845	f__UBA1845	g__SBAX01	s__SBAX01 sp016200265
NW-ERR3761206_bin.10	NW	1.78394681	16.49222541	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__UBA1997	g__SYAR01	s__
NW-ERR3761207_bin.95	NW	1.765290016	16.29487789	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__UBA1997	g__SYAR01	s__
GW-SRR12964611_bin.17	GW	1.192697351	34.53157822	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Micavibrionales	f__UBA2020	g__UBA2020	s__
GW-SRR12964612_bin.56	GW	1.165823918	50.24489867	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Micavibrionales	f__UBA2020	g__UBA2020	s__
DW-ERR2163668_bin.83	DW	1.591280195	12.75894571	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__	s__
GW-SRR13727527_bin.138	GW	1.492225992	28.86717864	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__12-FULL-67-14b	s__
DW-SRR19238497_bin.65	DW	1.194070285	49.54567044	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__UBA3002	g__QFOX01	s__
NW-ERR4869717_bin.120	NW	2.372764101	10.40546155	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__UBA3065	g__UBA3065	s__UBA3065 sp002367415
DW-ERR2105748_bin.68	DW	1.524319659	12.1016872	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__UBA4486	f__UBA4486	g__	s__
WW-ERR9855084_bin.38	WW	1.48216997	8.191077938	d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__UBA5066	f__UBA5066	g__UBA5066	s__
NW-ERR4222569_bin.64	NW	1.859950195	9.966843629	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__UBA5518	g__UBA5518	s__UBA5518 sp903938575
NW-ERR4222570_bin.67	NW	1.838594521	11.55115984	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__UBA5518	g__UBA5518	s__UBA5518 sp903938575
WW-SRR11088379_bin.13	WW	1.647612186	14.35240524	d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__UBA5704	f__UBA5704	g__JAAYLR01	s__JAAYLR01 sp012521815
GW-SRR12113409_bin.100	GW	1.257297774	35.17116344	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__UBA6429	f__UBA6429	g__JACQBC01	s__JACQBC01 sp016194635
AS-SRR14932485_bin.145	AS	1.293028178	11.51404031	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__UBA6776	g__	s__
GW-SRR12113411_bin.90	GW	1.304362677	11.64578873	d__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__UBA7656	f__UBA7656	g__JACQDB01	s__JACQDB01 sp016201275
NW-ERR9973204_bin.133	NW	1.954796495	54.20246491	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__UBA7662	f__UBA7662	g__SYHX01	s__SYHX01 sp903856555
GW-SRR8797411_bin.12	GW	1.273566328	12.97649314	d__Bacteria	p__Desulfobacterota	c__GWC2-55-46	o__UBA9637	f__UBA9637	g__JACRNJ01	s__
GW-SRR12113411_bin.48	GW	1.270254241	21.4201696	d__Bacteria	p__Desulfobacterota_B	c__Binatia	o__UTPRO1	f__UTPRO1	g__DP-19	s__DP-19 sp016200545
